flight time	altitude		dt	dh	vertical velocity	average 25	average 50	average 100
30.02	143.81		0.02	-0.22	-11	-14.91333333	-14.82666667	-14.22166667
30.04	142.73		0.02	-1.08	-54	-16.65333333	-15.32666667	-14.54666667
30.07	142.73		0.03	0	0	-15.91333333	-14.96666667	-14.72666667
30.09	141.72		0.02	-1.01	-50.5	-17.37333333	-15.75666667	-15.05166667
30.11	142.73		0.02	1.01	50.5	-13.61333333	-14.31666667	-14.69
30.13	143.01		0.02	0.28	14	-12.19333333	-13.89	-13.72
30.15	142.73		0.02	-0.28	-14	-13.47333333	-14.03	-13.79
30.17	142.08		0.02	-0.65	-32.5	-14.48	-14.82	-14.255
30.2	141.36		0.03	-0.72	-24	-14.28	-15.01	-14.06
30.22	140.85		0.02	-0.51	-25.5	-15.16	-15.45	-13.955
30.24	140.49		0.02	-0.36	-18	-13	-14.37	-14.425
30.26	139.41		0.02	-1.08	-54	-15.34666667	-15.59	-14.895
30.28	139.77		0.02	0.36	18	-14.48666667	-14.69666667	-14.675
30.31	139.19		0.03	-0.58	-19.33333333	-14.4	-15.37333333	-14.74833333
30.33	138.54		0.02	-0.65	-32.5	-15.4	-15.66333333	-14.67333333
30.35	139.27		0.02	0.73	36.5	-12.64	-14.50333333	-14.23833333
30.37	139.05		0.02	-0.22	-11	-11.36	-15.10333333	-14.17833333
30.39	138.54		0.02	-0.51	-25.5	-12.08	-15.04333333	-14.25333333
30.41	138.25		0.02	-0.29	-14.5	-14.1	-14.53333333	-14.28833333
30.43	137.25		0.02	-1	-50	-15.43333333	-15.10333333	-14.64333333
30.45	138.54		0.02	1.29	64.5	-12.41333333	-13.52333333	-14.07333333
30.47	136.81		0.02	-1.73	-86.5	-15.01333333	-14.60333333	-15.00833333
30.5	137.39		0.03	0.58	19.33333333	-13.52	-13.92666667	-14.53
30.52	137.32		0.02	-0.07	-3.5	-12.64	-14.28666667	-14.565
30.54	136.38		0.02	-0.94	-47	-14.82	-15.36666667	-14.72166667
30.56	136.16		0.02	-0.22	-11	-14.82	-14.86666667	-14.83166667
30.58	135.66		0.02	-0.5	-25	-13.66	-15.15666667	-14.79166667
30.6	135.87		0.02	0.21	10.5	-13.24	-14.57666667	-14.54166667
30.62	134.79		0.02	-1.08	-54	-13.38	-15.37666667	-15.18666667
30.64	134.86		0.02	0.07	3.5	-15.26	-14.43666667	-14.57666667
30.66	134.58		0.02	-0.28	-14	-16.38	-14.28666667	-14.42666667
30.68	133.85		0.02	-0.73	-36.5	-17.28	-15.37666667	-14.90166667
30.71	133.78		0.03	-0.07	-2.333333333	-16.07333333	-15.27666667	-14.775
30.73	134		0.02	0.22	11	-14.67333333	-14.47666667	-14.485
30.75	133.71		0.02	-0.29	-14.5	-14.23333333	-14.69666667	-14.58333333
30.78	133.64		0.03	-0.07	-2.333333333	-13.60666667	-13.30333333	-14.39166667
30.8	133.13		0.02	-0.51	-25.5	-12.46666667	-13.90666667	-14.50166667
30.82	132.77		0.02	-0.36	-18	-13.90666667	-14.19666667	-14.46166667
30.84	132.27		0.02	-0.5	-25	-14.13333333	-14.26666667	-14.495
30.86	131.19		0.02	-1.08	-54	-14.99333333	-15.19666667	-15.035
30.88	131.19		0.02	0	0	-16.45333333	-14.54666667	-14.89
30.9	131.19		0.02	0	0	-16.01333333	-13.68666667	-15.29
30.92	130.61		0.02	-0.58	-29	-16.15333333	-14.11666667	-14.93
30.95	130.46		0.03	-0.15	-5	-15.77333333	-14.93666667	-15.015
30.97	130.54		0.02	0.08	4	-13.61333333	-14.52333333	-14.65
30.99	130.9		0.02	0.36	18	-15.47333333	-13.94333333	-14.18
31.01	130.1		0.02	-0.8	-40	-13.61333333	-14.31333333	-14.46
31.03	129.24		0.02	-0.86	-43	-16.10666667	-14.81333333	-15.215
31.05	129.67		0.02	0.43	21.5	-15.10666667	-13.87333333	-14.53
31.07	129.24		0.02	-0.43	-21.5	-14.08666667	-14.45333333	-14.42
31.09	129.38		0.02	0.14	7	-13.36666667	-14.09333333	-14.46
31.12	128.16		0.03	-1.22	-40.66666667	-13.99333333	-13.82666667	-14.57666667
31.14	127.58		0.02	-0.58	-29	-15.57333333	-14.40666667	-14.68666667
31.16	127.15		0.02	-0.43	-21.5	-14.27333333	-13.82666667	-14.79166667
31.18	127.22		0.02	0.07	3.5	-14.27333333	-14.76666667	-14.54166667
31.21	126.43		0.03	-0.79	-26.33333333	-14.76666667	-15.57333333	-14.73166667
31.23	126.86		0.02	0.43	21.5	-12.44666667	-14.86333333	-14.44666667
31.25	126.57		0.02	-0.29	-14.5	-12.93333333	-14.50333333	-14.66166667
31.27	126.36		0.02	-0.21	-10.5	-13.79333333	-14.23333333	-14.62166667
31.29	125.21		0.02	-1.15	-57.5	-15.51333333	-14.87333333	-15.16166667
31.32	124.99		0.03	-0.22	-7.333333333	-15.71333333	-14.66	-14.515
31.34	124.56		0.02	-0.43	-21.5	-15.55333333	-14.01	-14.8
31.36	124.41		0.02	-0.15	-7.5	-15.13333333	-14.52	-14.60833333
31.38	123.91		0.02	-0.5	-25	-15.13333333	-14.63333333	-15.00333333
31.4	123.62		0.02	-0.29	-14.5	-13.55333333	-14.27333333	-14.96833333
31.42	124.27		0.02	0.65	32.5	-12.25333333	-14.35333333	-14.42833333
31.44	122.68		0.02	-1.59	-79.5	-15.43333333	-15.72333333	-15.41333333
31.46	124.13		0.02	1.45	72.5	-11.37333333	-13.76333333	-14.40333333
31.49	123.19		0.03	-0.94	-31.33333333	-12.42666667	-14.1	-14.31666667
31.51	121.96		0.02	-1.23	-61.5	-15.04666667	-14.33	-14.71666667
31.53	123.12		0.02	1.16	58	-13.44666667	-14.46	-13.99166667
31.55	122.68		0.02	-0.44	-22	-12.72666667	-13.17	-13.88666667
31.57	121.89		0.02	-0.79	-39.5	-12.58666667	-14.34666667	-14.13666667
31.59	120.88		0.02	-1.01	-50.5	-15.46666667	-15.28666667	-14.78666667
31.61	121.46		0.02	0.58	29	-13.44666667	-13.76666667	-14.56666667
31.63	120.09		0.02	-1.37	-68.5	-16.46666667	-14.91666667	-14.89166667
31.65	120.52		0.02	0.43	21.5	-13.98	-13.98666667	-14.57166667
31.67	119.73		0.02	-0.79	-39.5	-14.4	-14.98666667	-14.78166667
31.7	119.8		0.03	0.07	2.333333333	-13.44666667	-13.86	-14.61833333
31.72	119.66		0.02	-0.14	-7	-13.86666667	-14.07	-14.25333333
31.74	119.08		0.02	-0.58	-29	-13.97333333	-14.37	-14.32833333
31.76	118.65		0.02	-0.43	-21.5	-15.69333333	-14.07	-14.72333333
31.79	117.35		0.03	-1.3	-43.33333333	-16.84666667	-14.89	-15.08333333
31.81	117.86		0.02	0.51	25.5	-15.40666667	-14.6	-14.53833333
31.83	117.35		0.02	-0.51	-25.5	-14.12666667	-14.82	-14.75833333
31.85	116.92		0.02	-0.43	-21.5	-14.69333333	-15.20333333	-14.25333333
31.87	117.5		0.02	0.58	29	-12.67333333	-14.11333333	-14.01
31.89	116.99		0.02	-0.51	-25.5	-13.39333333	-14.26333333	-14.23
31.91	115.98		0.02	-1.01	-50.5	-14.41333333	-14.77333333	-14.52
31.93	116.71		0.02	0.73	36.5	-12.37333333	-12.96333333	-14.08
31.95	116.42		0.02	-0.29	-14.5	-14.25333333	-13.25333333	-13.9
31.98	115.34		0.03	-1.08	-36	-12.51333333	-13.97333333	-13.83
32	116.06		0.02	0.72	36	-13.97333333	-12.67333333	-13.395
32.02	114.9		0.02	-1.16	-58	-15.04	-13.73333333	-14.335
32.04	115.48		0.02	0.58	29	-11.42	-13.23333333	-13.87833333
32.06	114.62		0.02	-0.86	-43	-15.46	-14.45333333	-14.19833333
32.08	114.62		0.02	0	0	-14.58	-13.65333333	-13.98333333
32.1	113.97		0.02	-0.65	-32.5	-14.3	-13.44333333	-14.12833333
32.12	113.18		0.02	-0.79	-39.5	-13.86	-14.66333333	-14.26833333
32.14	113.82		0.02	0.64	32	-13.74	-13.59333333	-14.02333333
32.17	113.46		0.03	-0.36	-12	-11.48	-13.97333333	-14.03333333
32.19	112.82		0.02	-0.64	-32	-13.62	-13.8	-13.81333333
32.21	112.1		0.02	-0.72	-36	-13.48	-13.94	-14.17333333
32.24	112.24		0.03	0.14	4.666666667	-13.38666667	-13.41666667	-13.62166667
32.26	111.88		0.02	-0.36	-18	-13.82666667	-13.84666667	-14.30666667
32.28	110.66		0.02	-1.22	-61	-15.10666667	-14.54	-15.05666667
32.3	110.88		0.02	0.22	11	-13.80666667	-14.75	-14.80666667
32.32	111.66		0.02	0.78	39	-10.51333333	-13.68	-14.09166667
32.34	111.02		0.02	-0.64	-32	-12.81333333	-14.11	-14.17166667
32.36	108.86		0.02	-2.16	-108	-16.11333333	-15.12	-14.99666667
32.38	109.8		0.02	0.94	47	-13.37333333	-14.03333333	-14.34666667
32.4	110.09		0.02	0.29	14.5	-13.95333333	-13.31333333	-13.66166667
32.42	108.79		0.02	-1.3	-65	-15.53333333	-14.46333333	-14.49166667
32.45	108.86		0.03	0.07	2.333333333	-13.42	-13.91666667	-14.275
32.47	108.58		0.02	-0.28	-14	-15.44	-13.90666667	-14.09
32.49	108.43		0.02	-0.15	-7.5	-15.16	-14.70666667	-14.53
32.51	108.36		0.02	-0.07	-3.5	-13.86	-13.18666667	-14.455
32.53	107.5		0.02	-0.86	-43	-17.02	-15.49666667	-14.63
32.55	106.7		0.02	-0.8	-40	-16.3	-15.67	-14.885
32.57	107.13		0.02	0.43	21.5	-16.6	-14.01	-14.17
32.59	106.27		0.02	-0.86	-43	-16.6	-16.03	-15.245
32.61	105.99		0.02	-0.28	-14	-17.16	-15.87	-14.52
32.63	105.41		0.02	-0.58	-29	-17.02	-15.66	-15.00333333
32.66	105.48		0.03	0.07	2.333333333	-15.34666667	-14.60333333	-14.945
32.68	105.12		0.02	-0.36	-18	-17.34666667	-15.54333333	-14.655
32.71	105.05		0.03	-0.07	-2.333333333	-16.96	-14.22	-14.56833333
32.73	104.11		0.02	-0.94	-47	-17.56	-15.59	-14.78833333
32.75	104.11		0.02	0	0	-16.12	-14.8	-14.89333333
32.77	104.33		0.02	0.22	11	-15.86666667	-14.62666667	-14.24333333
32.79	103.75		0.02	-0.58	-29	-16.30666667	-15.06666667	-14.56833333
32.81	103.54		0.02	-0.21	-10.5	-14.28666667	-14.69666667	-14.53333333
32.83	102.39		0.02	-1.15	-57.5	-17.02666667	-15.41666667	-14.74333333
32.85	102.17		0.02	-0.22	-11	-19.02666667	-14.77	-14.83
32.87	102.24		0.02	0.07	3.5	-17.60666667	-15.21	-14.905
32.9	101.09		0.03	-1.15	-38.33333333	-14.82	-15.46666667	-15.14333333
32.92	100.95		0.02	-0.14	-7	-16.98	-15.17666667	-15.19
32.94	101.6		0.02	0.65	32.5	-16.26	-15.10666667	-14.61
32.96	100.81		0.02	-0.79	-39.5	-15.24	-15.38666667	-14.825
32.98	100.38		0.02	-0.43	-21.5	-16.19333333	-14.80666667	-14.79
33	100.16		0.02	-0.22	-11	-16.07333333	-15.75666667	-14.36
33.02	99.94		0.02	-0.22	-11	-16.21333333	-15.68666667	-14.47
33.04	99.58		0.02	-0.36	-18	-16.79333333	-15.32666667	-14.65
33.06	99.15		0.02	-0.43	-21.5	-15.93333333	-16.47666667	-14.575
33.08	99.01		0.02	-0.14	-7	-14.61333333	-15.45666667	-14.595
33.11	99.08		0.03	0.07	2.333333333	-15.38	-15.99	-14.61166667
33.13	98		0.02	-1.08	-54	-15.82	-16.21	-15.33166667
33.15	98.15		0.02	0.15	7.5	-14.96	-16.06	-14.85666667
33.17	97.5		0.02	-0.65	-32.5	-15.1	-16.06	-14.75166667
33.19	97.36		0.02	-0.14	-7	-15.47333333	-15.41	-15.03666667
33.22	97.07		0.03	-0.29	-9.666666667	-15.14	-16.24333333	-14.91833333
33.24	96.78		0.02	-0.29	-14.5	-15.62666667	-16.29333333	-15.13333333
33.26	96.71		0.02	-0.07	-3.5	-13.88666667	-15.72333333	-14.76166667
33.28	95.77		0.02	-0.94	-47	-15.76666667	-15.94333333	-14.94166667
33.3	96.35		0.02	0.58	29	-15.04666667	-15.45666667	-14.43666667
33.32	95.49		0.02	-0.86	-43	-15.60666667	-15.95666667	-14.90166667
33.34	94.91		0.02	-0.58	-29	-16.34666667	-15.31666667	-14.92833333
33.37	95.2		0.03	0.29	9.666666667	-13.66	-15.34333333	-15.04666667
33.39	94.91		0.02	-0.29	-14.5	-13.8	-16.41333333	-15.04666667
33.41	93.91		0.02	-1	-50	-15.94	-16.77333333	-15.44166667
33.43	93.48		0.02	-0.43	-21.5	-15.26666667	-15.04333333	-15.08166667
33.45	93.33		0.02	-0.15	-7.5	-15.28666667	-16.13333333	-15.08333333
33.47	92.76		0.02	-0.57	-28.5	-17.72666667	-16.99333333	-15.15333333
33.49	92.61		0.02	-0.15	-7.5	-16.44666667	-15.84333333	-15.15333333
33.51	92.18		0.02	-0.43	-21.5	-16.44666667	-16.32	-15.11833333
33.53	92.47		0.02	0.29	14.5	-15.42666667	-15.75	-14.82833333
33.55	91.61		0.02	-0.86	-43	-16.70666667	-16.46	-15.58333333
33.58	92.25		0.03	0.64	21.33333333	-15.13333333	-15.96333333	-14.575
33.6	91.46		0.02	-0.79	-39.5	-15.85333333	-15.89333333	-15.695
33.62	90.89		0.02	-0.57	-28.5	-16.71333333	-15.66333333	-15.66666667
33.64	91.03		0.02	0.14	7	-16.52666667	-15.95333333	-14.98166667
33.66	90.31		0.02	-0.72	-36	-15.80666667	-15.81333333	-15.92166667
33.68	90.25		0.02	-0.06	-3	-16.22666667	-15.59333333	-15.73166667
33.71	90.1		0.03	-0.15	-5	-15.12666667	-15.11333333	-15.38666667
33.73	89.88		0.02	-0.22	-11	-15.28666667	-15.38	-14.99166667
33.75	89.17		0.02	-0.71	-35.5	-16.32	-15.73	-15.63666667
33.77	89.02		0.02	-0.15	-7.5	-16.04	-15.83333333	-15.02666667
33.79	88.16		0.02	-0.86	-43	-17.62	-15.75333333	-15.67166667
33.81	88.66		0.02	0.5	25	-14.74	-15.25333333	-15.02666667
33.83	87.95		0.02	-0.71	-35.5	-17.32	-16.18333333	-15.405
33.85	87.3		0.02	-0.65	-32.5	-16.9	-16.25333333	-15.66
33.88	86.94		0.03	-0.36	-12	-16.22	-16.28333333	-15.49
33.9	87.52		0.02	0.58	29	-15.44666667	-14.55333333	-14.985
33.92	87.3		0.02	-0.22	-11	-15.30666667	-14.55333333	-14.66166667
33.94	86.58		0.02	-0.72	-36	-14.74666667	-15.34333333	-15.27666667
33.96	86.01		0.02	-0.57	-28.5	-15.02666667	-15.14666667	-15.30666667
33.98	86.22		0.02	0.21	10.5	-14.30666667	-14.79666667	-14.98666667
34	85.43		0.02	-0.79	-39.5	-14.74666667	-16.23666667	-15.67166667
34.02	85.79		0.02	0.36	18	-13.72666667	-15.08666667	-15.23666667
34.04	84.79		0.02	-1	-50	-14.86666667	-15.65666667	-15.23166667
34.07	83.64		0.03	-1.15	-38.33333333	-16.98	-16.20333333	-15.98
34.09	84.22		0.02	0.58	29	-14.1	-15.40333333	-15.545
34.11	84.36		0.02	0.14	7	-14.67333333	-14.90333333	-15.115
34.13	83.93		0.02	-0.43	-21.5	-13.95333333	-14.90333333	-15.69
34.15	84.36		0.02	0.43	21.5	-11.95333333	-14.33333333	-14.895
34.17	82.92		0.02	-1.44	-72	-15.11333333	-15.82	-15.905
34.2	82.92		0.03	0	0	-13.67333333	-14.74	-15.475
34.22	83.14		0.02	0.22	11	-13.11333333	-14.67	-15.365
34.24	82.78		0.02	-0.36	-18	-13.63333333	-14.38	-15.22
34.26	83.07		0.02	0.29	14.5	-12.61333333	-13.95	-14.68
34.28	81.99		0.02	-1.08	-54	-13.35333333	-14.83666667	-15.54
34.3	82.06		0.02	0.07	3.5	-12.91333333	-14.47666667	-15.385
34.33	82.42		0.03	0.36	12	-10.71333333	-14.16666667	-14.945
34.35	80.7		0.02	-1.72	-86	-15.15333333	-14.94666667	-15.445
34.37	80.34		0.02	-0.36	-18	-14.45333333	-15.88666667	-15.67166667
34.39	80.27		0.02	-0.07	-3.5	-13.29333333	-15.09666667	-15.52666667
34.41	79.69		0.02	-0.58	-29	-13.97333333	-15.09666667	-15.20666667
34.43	79.41		0.02	-0.28	-14	-15.69333333	-15.57	-15.45666667
34.45	79.84		0.02	0.43	21.5	-14.39333333	-14.85	-15.63166667
34.47	79.76		0.02	-0.08	-4	-13.11333333	-13.93	-15.35166667
34.49	79.33		0.02	-0.43	-21.5	-12.83333333	-13.93	-14.48666667
34.51	78.76		0.02	-0.57	-28.5	-14.39333333	-14.35	-15.24166667
34.54	78.26		0.03	-0.5	-16.66666667	-13.48	-14.11333333	-15.55333333
34.56	79.05		0.02	0.79	39.5	-12.62	-13.17333333	-14.50833333
34.58	77.69		0.02	-1.36	-68	-13.34	-14.10333333	-15.21166667
34.6	77.26		0.02	-0.43	-21.5	-12.66666667	-14.82333333	-15.28666667
34.62	76.83		0.02	-0.43	-21.5	-14.68666667	-14.39333333	-15.42666667
34.64	77.83		0.02	1	50	-12.96666667	-13.82	-14.89166667
34.66	77.18		0.02	-0.65	-32.5	-13.40666667	-13.68	-14.78666667
34.68	76.18		0.02	-1	-50	-16.26666667	-14.11	-14.88666667
34.71	75.46		0.03	-0.72	-24	-14.34666667	-14.73	-15.34166667
34.73	75.61		0.02	0.15	7.5	-14.04666667	-13.86	-14.83666667
34.75	75.75		0.02	0.14	7	-14.20666667	-13.66	-14.62666667
34.78	75.1		0.03	-0.65	-21.66666667	-14.35333333	-13.99333333	-14.55333333
34.8	73.96		0.02	-1.14	-57	-17.21333333	-14.91333333	-15.14666667
34.82	74.32		0.02	0.36	18	-14.33333333	-13.84333333	-14.78666667
34.84	73.03		0.02	-1.29	-64.5	-17.05333333	-14.98333333	-15.40833333
34.86	73.89		0.02	0.86	43	-15.81333333	-13.26333333	-14.50833333
34.88	73.17		0.02	-0.72	-36	-13.81333333	-14.48333333	-14.86833333
34.9	72.52		0.02	-0.65	-32.5	-14.39333333	-14.42333333	-15.30333333
34.92	73.03		0.02	0.51	25.5	-13.23333333	-13.26333333	-14.75833333
34.94	71.95		0.02	-1.08	-54	-14.23333333	-14.10333333	-15.19333333
34.97	72.31		0.03	0.36	12	-13.19333333	-14.44333333	-14.49833333
34.99	72.09		0.02	-0.22	-11	-14.49333333	-14.44333333	-14.49833333
35.01	70.95		0.02	-1.14	-57	-16.61333333	-14.86333333	-15.10333333
35.03	71.45		0.02	0.5	25	-14.75333333	-13.79333333	-14.47
35.05	71.02		0.02	-0.43	-21.5	-14.47333333	-14.43333333	-14.615
35.07	70.16		0.02	-0.86	-43	-15.52666667	-14.50333333	-15.37
35.09	69.94		0.02	-0.22	-11	-17.54666667	-15.08333333	-15.085
35.11	69.08		0.02	-0.86	-43	-16.54666667	-14.94333333	-15.3
35.13	69.3		0.02	0.22	11	-15.24666667	-13.95666667	-15.08
35.16	69.16		0.03	-0.14	-4.666666667	-14.57333333	-14.63	-15.01666667
35.18	68.65		0.02	-0.51	-25.5	-17.59333333	-15.28	-15.09166667
35.2	68.73		0.02	0.08	4	-16.13333333	-14.77	-14.83666667
35.23	67.94		0.03	-0.79	-26.33333333	-15.18666667	-15.72666667	-15.03
35.25	67.51		0.02	-0.43	-21.5	-15.08666667	-14.71666667	-15.26833333
35.27	66.22		0.02	-1.29	-64.5	-17.96666667	-16.00666667	-15.37333333
35.29	66.72		0.02	0.5	25	-17.24666667	-15.72666667	-15.19833333
35.31	66.79		0.02	0.07	3.5	-16.24	-15.29666667	-14.83833333
35.33	65.72		0.02	-1.07	-53.5	-16.1	-16.65666667	-15.30333333
35.35	65.57		0.02	-0.15	-7.5	-17.12	-15.72666667	-15.28166667
35.37	65		0.02	-0.57	-28.5	-15.68	-16.36666667	-15.42166667
35.4	64.86		0.03	-0.14	-4.666666667	-17.58666667	-16.7	-15.43333333
35.42	65.21		0.02	0.35	17.5	-15.44666667	-14.63	-14.78833333
35.44	64.5		0.02	-0.71	-35.5	-15.56666667	-14.98	-15.43333333
35.46	64.5		0.02	0	0	-16.58666667	-14.91	-15.00333333
35.48	63.5		0.02	-1	-50	-16.42666667	-15.33	-15.21333333
35.5	63.64		0.02	0.14	7	-16.62666667	-14.91	-15.24
35.52	63.78		0.02	0.14	7	-15.90666667	-15.2	-15.025
35.54	63.21		0.02	-0.57	-28.5	-14.76666667	-15.69	-14.81
35.56	62.92		0.02	-0.29	-14.5	-16.34666667	-15.55	-14.74
35.58	61.85		0.02	-1.07	-53.5	-17.62666667	-16.05	-15.2
35.61	62.56		0.03	0.71	23.66666667	-14.96	-15.24333333	-14.67833333
35.63	61.78		0.02	-0.78	-39	-16.08	-16.81333333	-14.99333333
35.65	61.85		0.02	0.07	3.5	-14.22	-15.38333333	-14.74333333
35.67	61.49		0.02	-0.36	-18	-15.38	-15.31333333	-15.06833333
35.7	60.7		0.03	-0.79	-26.33333333	-16.24666667	-15.41	-14.90166667
35.72	60.49		0.02	-0.21	-10.5	-15.64666667	-16.62	-15.22
35.74	60.92		0.02	0.43	21.5	-14.94666667	-15.54	-14.61
35.76	59.63		0.02	-1.29	-64.5	-16.47333333	-15.83	-14.97
35.78	60.41		0.02	0.78	39	-14.05333333	-14.57	-14.65
35.8	59.84		0.02	-0.57	-28.5	-12.61333333	-15.29	-14.575
35.83	59.27		0.03	-0.57	-19	-14.37333333	-15.81	-14.735
35.85	59.2		0.02	-0.07	-3.5	-14.65333333	-15.44666667	-14.72
35.87	58.2		0.02	-1	-50	-14.51333333	-15.30666667	-15.11
35.89	57.77		0.02	-0.43	-21.5	-15.07333333	-16.09666667	-14.97
35.91	58.63		0.02	0.86	43	-12.21333333	-13.94666667	-14.465
35.93	57.12		0.02	-1.51	-75.5	-15.04666667	-16.31666667	-14.79
35.95	57.27		0.02	0.15	7.5	-15.44666667	-15.44666667	-14.965
35.97	56.19		0.02	-1.08	-54	-16.18666667	-15.87666667	-15.15
35.99	56.98		0.02	0.79	39.5	-14.60666667	-15.59666667	-14.43
36.02	55.91		0.03	-1.07	-35.66666667	-14.03333333	-15.23	-14.66666667
36.04	56.12		0.02	0.21	10.5	-13.89333333	-15.26	-14.85166667
36.06	55.62		0.02	-0.5	-25	-15.17333333	-15.54	-14.99166667
36.08	55.76		0.02	0.14	7	-13.75333333	-14.26	-14.56166667
36.1	54.69		0.02	-1.07	-53.5	-15.31333333	-15.83	-14.81166667
36.12	55.12		0.02	0.43	21.5	-12.31333333	-14.97	-14.70166667
36.14	55.33		0.02	0.21	10.5	-12.84	-13.9	-14.20166667
36.16	54.83		0.02	-0.5	-25	-12.28	-14.18	-14.63166667
36.19	54.19		0.03	-0.64	-21.33333333	-13.27333333	-13.74666667	-14.345
36.21	53.33		0.02	-0.86	-43	-14.27333333	-14.82666667	-14.39166667
36.23	53.19		0.02	-0.14	-7	-13.5	-14.87333333	-14.75166667
36.26	53.47		0.03	0.28	9.333333333	-12.70666667	-14.17666667	-14.72833333
36.28	52.47		0.02	-1	-50	-15.56666667	-15.25666667	-15.01333333
36.3	52.33		0.02	-0.14	-7	-13.26666667	-14.87	-15.29833333
36.32	52.11		0.02	-0.22	-11	-15.26666667	-14.66	-14.68833333
36.34	52.26		0.02	0.15	7.5	-13.82666667	-13.22	-14.61333333
36.36	51.33		0.02	-0.93	-46.5	-14.92666667	-14.65	-15.18833333
36.38	51.18		0.02	-0.15	-7.5	-15.08666667	-14.87	-15.08333333
36.4	50.9		0.02	-0.28	-14	-13.64666667	-14.08	-15.36833333
36.42	50.9		0.02	0	0	-12.78666667	-13.93	-14.82833333
36.45	50.54		0.03	-0.36	-12	-14.98666667	-13.6	-14.98333333
36.47	50.04		0.02	-0.5	-25	-12.96666667	-14.00666667	-15.35333333
36.49	50.83		0.02	0.79	39.5	-11.68666667	-13.56666667	-14.09833333
36.51	50.11		0.02	-0.72	-36	-10.96666667	-13.57666667	-14.27833333
36.53	49.68		0.02	-0.43	-21.5	-13.40666667	-14.00666667	-14.45833333
36.55	49.4		0.02	-0.28	-14	-12.54	-13.28666667	-14.30833333
36.57	49.18		0.02	-0.22	-11	-13.4	-13.64666667	-14.27833333
36.6	49.18		0.03	0	0	-12.4	-13.78666667	-14.49333333
36.62	48.32		0.02	-0.86	-43	-14.4	-14.07666667	-14.88333333
36.64	47.9		0.02	-0.42	-21	-13.1	-14.20666667	-14.87833333
36.66	47.61		0.02	-0.29	-14.5	-14.54	-13.42666667	-14.73833333
36.68	47.25		0.02	-0.36	-18	-15.68	-14.26	-14.75166667
36.71	47.18		0.03	-0.07	-2.333333333	-14.77333333	-13.52666667	-15.17
36.73	46.32		0.02	-0.86	-43	-15.64	-14.45666667	-14.92
36.75	46.32		0.02	0	0	-13.92	-14.09666667	-14.705
36.77	45.89		0.02	-0.43	-21.5	-14.5	-14	-14.705
36.79	45.61		0.02	-0.28	-14	-15.43333333	-14.07	-15.345
36.81	45.04		0.02	-0.57	-28.5	-14.57333333	-15.07	-15.305
36.83	45.04		0.02	0	0	-14.29333333	-13.78	-14.805
36.86	44.46		0.03	-0.58	-19.33333333	-14.62666667	-14.94666667	-14.75833333
36.88	44.39		0.02	-0.07	-3.5	-15.06666667	-14.44666667	-14.86833333
36.9	44.89		0.02	0.5	25	-12.20666667	-13.56666667	-14.68833333
36.92	44.18		0.02	-0.71	-35.5	-13.32666667	-14.20666667	-14.82666667
36.94	43.61		0.02	-0.57	-28.5	-13.90666667	-13.77666667	-14.54166667
36.96	42.68		0.02	-0.93	-46.5	-15.76666667	-14.27666667	-15.18666667
36.98	43.32		0.02	0.64	32	-14.00666667	-14.49666667	-14.22166667
37.01	42.32		0.03	-1	-33.33333333	-14.34	-13.65333333	-14.985
37.03	41.6		0.02	-0.72	-36	-17.36	-14.52333333	-14.985
37.05	41.6		0.02	0	0	-15.92	-13.44333333	-14.66
37.07	40.82		0.02	-0.78	-39	-16.62	-15.01333333	-15.305
37.09	40.75		0.02	-0.07	-3.5	-16.2	-14.37	-14.8
37.11	40.46		0.02	-0.29	-14.5	-16.34	-14.87	-15.065
37.13	40.6		0.02	0.14	7	-16.06	-14.23	-14.885
37.15	40.18		0.02	-0.42	-21	-15.18	-14.79	-14.525
37.17	40.39		0.02	0.21	10.5	-13.92	-13.51	-14.67
37.2	39.89		0.03	-0.5	-16.66666667	-14.00666667	-14.27333333	-14.62166667
37.22	39.6		0.02	-0.29	-14.5	-13.86666667	-14.77333333	-14.33666667
37.24	39.39		0.02	-0.21	-10.5	-14.19333333	-14.48333333	-14.33166667
37.27	38.89		0.03	-0.5	-16.66666667	-13.14	-14.39	-14.06833333
37.29	38.82		0.02	-0.07	-3.5	-13.28	-13.6	-14.21333333
37.31	38.75		0.02	-0.07	-3.5	-12.56	-13.53	-14.20166667
37.33	37.6		0.02	-1.15	-57.5	-14.3	-14.86666667	-14.52166667
37.35	37.82		0.02	0.22	11	-12.72	-13.64666667	-14.45166667
37.37	37.6		0.02	-0.22	-11	-13.16	-13.72666667	-14.29833333
37.4	37.32		0.03	-0.28	-9.333333333	-12.76	-13.69333333	-14.17666667
37.42	36.96		0.02	-0.36	-18	-13.34	-14.20333333	-13.71166667
37.44	37.1		0.02	0.14	7	-14.06	-13.13333333	-13.89166667
37.46	37.46		0.02	0.36	18	-11.92	-12.62333333	-13.74666667
37.48	35.6		0.02	-1.86	-93	-14.5	-14.20333333	-14.14166667
37.5	35.96		0.02	0.36	18	-11.92	-13.84333333	-13.88666667
37.52	35.82		0.02	-0.14	-7	-13.48	-13.74333333	-13.67166667
37.54	35.96		0.02	0.14	7	-11.86666667	-13.10333333	-13.555
37.56	35.75		0.02	-0.21	-10.5	-10.84666667	-14.10333333	-13.835
