flight time	altitude		dt	dh	vertical velocity	average 25	average 50	average 100
0.1	9.93							
0.12	8.08		0.02	-1.85	-92.5			
0.14	10.64		0.02	2.56	128			
0.16	9.14		0.02	-1.5	-75			
0.19	8.57		0.03	-0.57	-19			
0.21	7.79		0.02	-0.78	-39			
0.23	8.72		0.02	0.93	46.5			
0.26	7.01		0.03	-1.71	-57			
0.28	8.72		0.02	1.71	85.5			
0.3	8.79		0.02	0.07	3.5			
0.32	9.14		0.02	0.35	17.5			
0.34	8.29		0.02	-0.85	-42.5			
0.36	10.43		0.02	2.14	107			
0.38	9.14		0.02	-1.29	-64.5			
0.4	9.79		0.02	0.65	32.5			
0.42	10.43		0.02	0.64	32			
0.44	10.79		0.02	0.36	18			
0.47	11.28		0.03	0.49	16.33333333			
0.49	13.07		0.02	1.79	89.5			
0.51	12.71		0.02	-0.36	-18			
0.53	13.85		0.02	1.14	57			
0.55	14.35		0.02	0.5	25			
0.57	14		0.02	-0.35	-17.5			
0.59	14.92		0.02	0.92	46			
0.61	15.64		0.02	0.72	36			
0.63	15.71		0.02	0.07	3.5	12.75333333		
0.65	16.42		0.02	0.71	35.5	17.87333333		
0.68	17.57		0.03	1.15	38.33333333	14.28666667		
0.7	18.92		0.02	1.35	67.5	19.98666667		
0.72	19.14		0.02	0.22	11	21.18666667		
0.75	19.42		0.03	0.28	9.333333333	23.12		
0.77	20.71		0.02	1.29	64.5	23.84		
0.79	22.21		0.02	1.5	75	29.12		
0.81	21.56		0.02	-0.65	-32.5	24.4		
0.83	22.85		0.02	1.29	64.5	26.84		
0.85	24.06		0.02	1.21	60.5	28.56		
0.87	24.71		0.02	0.65	32.5	31.56		
0.89	26.28		0.02	1.57	78.5	30.42		
0.91	26.21		0.02	-0.07	-3.5	32.86		
0.93	28.49		0.02	2.28	114	36.12		
0.95	28.78		0.02	0.29	14.5	35.42		
0.98	30.85		0.03	2.07	69	37.46		
1	31.71		0.02	0.86	43	38.52666667		
1.02	32.85		0.02	1.14	57	37.22666667		
1.04	34.57		0.02	1.72	86	41.38666667		
1.06	35.5		0.02	0.93	46.5	40.96666667		
1.08	36.43		0.02	0.93	46.5	41.82666667		
1.1	38.43		0.02	2	100	46.52666667		
1.12	38.86		0.02	0.43	21.5	45.54666667		
1.14	41.15		0.02	2.29	114.5	48.68666667		
1.16	41.43		0.02	0.28	14	49.10666667	30.93	
1.19	42.94		0.03	1.51	50.33333333	49.7	33.78666667	
1.21	45.66		0.02	2.72	136	53.60666667	33.94666667	
1.23	46.3		0.02	0.64	32	52.18666667	36.08666667	
1.25	46.94		0.02	0.64	32	53.02666667	37.10666667	
1.28	48.52		0.03	1.58	52.66666667	54.76	38.94	
1.3	48.73		0.02	0.21	10.5	52.6	38.22	
1.32	50.16		0.02	1.43	71.5	52.46	40.79	
1.34	52.6		0.02	2.44	122	58.64	41.52	
1.36	53.6		0.02	1	50	58.06	42.45	
1.38	54.89		0.02	1.29	64.5	58.22	43.39	
1.4	54.96		0.02	0.07	3.5	57.06	44.31	
1.42	55.39		0.02	0.43	21.5	54.78	42.6	
1.45	57.33		0.03	1.94	64.66666667	57.50666667	45.18333333	
1.47	58.4		0.02	1.07	53.5	55.08666667	45.60333333	
1.49	59.62		0.02	1.22	61	56.94666667	46.18333333	
1.51	60.48		0.02	0.86	43	55.90666667	46.68333333	
1.53	61.34		0.02	0.86	43	55.90666667	47.21666667	
1.55	64.64		0.02	3.3	165	60.22666667	48.72666667	
1.57	64.42		0.02	-0.22	-11	56.34666667	48.86666667	
1.59	67.22		0.02	2.8	140	60.08666667	50.52666667	
1.61	69.16		0.02	1.94	97	62.10666667	51.96666667	
1.63	71.52		0.02	2.36	118	62.82666667	54.67666667	
1.65	73.24		0.02	1.72	86	65.40666667	55.47666667	
1.67	75.04		0.02	1.8	90	64.42666667	56.55666667	
1.7	78.55		0.03	3.51	117	68.54666667	58.82666667	
1.72	78.84		0.02	0.29	14.5	67.11333333	58.40666667	
1.75	81.35		0.03	2.51	83.66666667	65.02	59.31333333	
1.77	82.86		0.02	1.51	75.5	66.76	59.47333333	
1.79	84.01		0.02	1.15	57.5	67.78	60.40333333	
1.81	86.88		0.02	2.87	143.5	71.41333333	63.08666667	
1.83	89.33		0.02	2.45	122.5	75.89333333	64.24666667	
1.85	89.76		0.02	0.43	21.5	73.89333333	63.17666667	
1.87	91.48		0.02	1.72	86	72.45333333	65.54666667	
1.89	93.93		0.02	2.45	122.5	75.35333333	66.70666667	
1.91	95.65		0.02	1.72	86	76.21333333	67.21666667	
1.93	98.67		0.02	3.02	151	82.11333333	69.58666667	
1.96	99.68		0.03	1.01	33.66666667	82.6	68.69	
1.98	102.27		0.02	2.59	129.5	85.19333333	71.35	
2	102.56		0.02	0.29	14.5	83.63333333	69.36	
2.02	105.94		0.02	3.38	169	87.95333333	72.45	
2.04	107.59		0.02	1.65	82.5	89.53333333	72.72	
2.06	109.47		0.02	1.88	94	91.57333333	73.74	
2.08	109.83		0.02	0.36	18	85.69333333	72.96	
2.1	111.41		0.02	1.58	79	89.29333333	72.82	
2.12	112.49		0.02	1.08	54	85.85333333	72.97	
2.14	114.8		0.02	2.31	115.5	86.59333333	74.35	
2.16	115.73		0.02	0.93	46.5	83.73333333	73.28	
2.19	117.68		0.03	1.95	65	82.89333333	74.15	
2.21	120.85		0.02	3.17	158.5	85.63333333	75.03	
2.23	121.79		0.02	0.94	47	82.83333333	75.69	53.31
2.26	125.82		0.03	4.03	134.3333333	87.62666667	77.37	55.57833333
2.28	125.39		0.02	-0.43	-21.5	83.42	74.22	54.08333333
2.3	127.34		0.02	1.95	97.5	84.3	75.53	55.80833333
2.32	129.07		0.02	1.73	86.5	85.46	76.62	56.86333333
2.34	131.88		0.02	2.81	140.5	85.34	78.37666667	58.65833333
2.36	132.82		0.02	0.94	47	82.32	79.10666667	58.66333333
2.38	135.78		0.02	2.96	148	87.38	80.63666667	60.71333333
2.4	136.07		0.02	0.29	14.5	84.52	78.48666667	60.00333333
2.42	138.45		0.02	2.38	119	84.38	79.86666667	61.15833333
2.45	140.47		0.03	2.02	67.33333333	83.63333333	79.92333333	61.65666667
2.47	142.64		0.02	2.17	108.5	81.93333333	82.02333333	63.16666667
2.49	143.94		0.02	1.3	65	83.18666667	82.89333333	62.74666667
2.51	146.61		0.02	2.67	133.5	83.34666667	84.27	64.72666667
2.53	147.04		0.02	0.43	21.5	83.62666667	83.63	64.61666667
2.55	150.22		0.02	3.18	159	83.22666667	85.59	65.88666667
2.57	151.31		0.02	1.09	54.5	82.10666667	85.82	66.25166667
2.59	153.19		0.02	1.88	94	82.10666667	86.84	67.02833333
2.61	154.12		0.02	0.93	46.5	83.24666667	84.47	66.59833333
2.63	156.58		0.02	2.46	123	85.00666667	87.15	68.00833333
2.66	157.6		0.03	1.02	34	84.20666667	85.03	67.77833333
2.68	161		0.02	3.4	170	86.38666667	86.49	69.22833333
2.7	162.95		0.02	1.95	97.5	88.42666667	86.08	70.37833333
2.72	164.32		0.02	1.37	68.5	88.56666667	85.73	70.60333333
2.75	166.13		0.03	1.81	60.33333333	84.64	85.13666667	70.84666667
2.77	167		0.02	0.87	43.5	84.5	83.66666667	71.24666667
2.79	168.81		0.02	1.81	90.5	82.74666667	85.18666667	71.79666667
2.81	170.77		0.02	1.96	98	87.52666667	85.47333333	72.39333333
2.83	172.36		0.02	1.59	79.5	86.80666667	85.55333333	72.51333333
2.85	173.59		0.02	1.23	61.5	85.80666667	85.63333333	73.01833333
2.87	175.33		0.02	1.74	87	83.66666667	84.50333333	73.795
2.89	175.69		0.02	0.36	18	82.50666667	82.41333333	73.33
2.91	178.23		0.02	2.54	127	81.66666667	84.52333333	73.85
2.93	180.4		0.02	2.17	108.5	85.42666667	84.97333333	75.26
2.96	181.71		0.03	1.31	43.66666667	82.41333333	83.39666667	75.05166667
2.98	182.43		0.02	0.72	36	81.16	82.39666667	74.80666667
3	185.18		0.02	2.75	137.5	82.32	82.12666667	75.85666667
3.02	185.76		0.02	0.58	29	80.88	82.03333333	75.36166667
3.04	188.3		0.02	2.54	127	80.62	81.98333333	76.66666667
3.06	189.1		0.02	0.8	40	81.36	82.49333333	75.92666667
3.08	191.5		0.02	2.4	120	79.8	81.51333333	76.98166667
3.1	192.58		0.02	1.08	54	79.78	80.94333333	76.83166667
3.12	194.4		0.02	1.82	91	79.66	80.88333333	77.31166667
3.14	195.48		0.02	1.08	54	79.96	81.60333333	77.28166667
3.17	196.07		0.03	0.59	19.66666667	75.82666667	80.41666667	76.61833333
3.19	198.75		0.02	2.68	134	79.82666667	82.01666667	77.49333333
3.21	199.92		0.02	1.17	58.5	75.36666667	80.87666667	77.61333333
3.23	201.51		0.02	1.59	79.5	74.64666667	81.53666667	77.40833333
3.26	203.11		0.03	1.6	53.33333333	74.04	81.30333333	77.72666667
3.28	204.56		0.02	1.45	72.5	74.52666667	79.58333333	77.30666667
3.3	206.67		0.02	2.11	105.5	77.00666667	80.75333333	78.22166667
3.32	207.54		0.02	0.87	43.5	75.12666667	78.93666667	78.15333333
3.34	209.14		0.02	1.6	80	74.40666667	80.96666667	77.59333333
3.36	211.25		0.02	2.11	105.5	75.44666667	81.12666667	78.32833333
3.38	211.75		0.02	0.5	25	73.98666667	79.89666667	78.25833333
3.4	213.35		0.02	1.6	80	73.70666667	78.68666667	78.53166667
3.42	214.81		0.02	1.46	73	75.90666667	79.20666667	79.15666667
3.45	215.61		0.03	0.8	26.66666667	71.89333333	76.78	78.70833333
3.47	217.93		0.02	2.32	116	72.19333333	78.81	78.64833333
3.49	219.47		0.02	1.54	77	73.52666667	77.97	78.91833333
3.51	220.26		0.02	0.79	39.5	73.66666667	77.41333333	78.66833333
3.53	221.57		0.02	1.31	65.5	70.78666667	76.55333333	79.28833333
3.55	222.66		0.02	1.09	54.5	71.80666667	76.34333333	79.61833333
3.57	224.85		0.02	2.19	109.5	71.10666667	75.86333333	80.06666667
3.59	226.23		0.02	1.38	69	72.26666667	76.81333333	80.22166667
3.61	228.12		0.02	1.89	94.5	71.24666667	75.52333333	80.55666667
3.63	227.9		0.02	-0.22	-11	68.64666667	74.21333333	80.01666667
3.65	230.38		0.02	2.48	124	69.96666667	74.81333333	80.82666667
3.68	231.83		0.03	1.45	48.33333333	69.74	74.85	79.66
3.7	233.58		0.02	1.75	87.5	72.45333333	74.14	80.645
3.72	234.82		0.02	1.24	62	69.57333333	74.7	79.865
3.74	236.21		0.02	1.39	69.5	70.01333333	72.69	79.59
3.77	237.66		0.03	1.45	48.33333333	68.76666667	71.70666667	78.89333333
3.79	239.27		0.02	1.61	80.5	69.85333333	71.94666667	78.83833333
3.81	240.21		0.02	0.94	47	68.83333333	71.68	78.40833333
3.83	241.67		0.02	1.46	73	67.53333333	72.27	77.96833333
3.85	243.06		0.02	1.39	69.5	68.57333333	71.85	78.51833333
3.87	245.03		0.02	1.97	98.5	69.31333333	71.86	78.66666667
3.89	245.1		0.02	0.07	3.5	65.23333333	70.34	77.94666667
3.91	247.07		0.02	1.97	98.5	68.17333333	71.08	78.35666667
3.93	248.09		0.02	1.02	51	67.01333333	70.36	77.43166667
3.95	249.26		0.02	1.17	58.5	66.43333333	71.17	76.79166667
3.98	251.01		0.03	1.75	58.33333333	67.7	69.79666667	77.16
4	252.61		0.02	1.6	80	66.26	69.22666667	77.1
4.02	255.09		0.02	2.48	124	68.14	70.83333333	77.115
4.04	255.39		0.02	0.3	15	67.16	70.41333333	76.405
4.06	257.06		0.02	1.67	83.5	67.88	69.33333333	75.73
4.08	258.38		0.02	1.32	66	68.34	70.07333333	76.05333333
4.1	260.13		0.02	1.75	87.5	67.46	69.28333333	75.63333333
4.12	260.64		0.02	0.51	25.5	65.72	68.99333333	75.74333333
4.14	262.61		0.02	1.97	98.5	65.88	68.56333333	75.03833333
4.16	263.35		0.02	0.74	37	67.8	68.22333333	74.58333333
4.18	264.37		0.02	1.02	51	64.88	67.42333333	74.15333333
4.21	266.49		0.03	2.12	70.66666667	65.77333333	67.75666667	74.68
4.23	267.36		0.02	0.87	43.5	64.01333333	68.23333333	74.325
4.26	268.75		0.03	1.39	46.33333333	63.38666667	66.48	74.24833333
4.28	270.21		0.02	1.46	73	63.52666667	66.77	73.82333333
4.3	271.09		0.02	0.88	44	63.35333333	66.06	73.79833333
4.32	272.55		0.02	1.46	73	63.05333333	66.45333333	73.87833333
4.34	273.72		0.02	1.17	58.5	63.51333333	66.17333333	72.87833333
4.36	275.48		0.02	1.76	88	64.11333333	65.82333333	73.28833333
4.38	275.91		0.02	0.43	21.5	62.19333333	65.38333333	72.16
4.4	277.52		0.02	1.61	80.5	61.47333333	65.39333333	73.18
4.42	278.33		0.02	0.81	40.5	62.95333333	64.09333333	72.61
4.44	280.3		0.02	1.97	98.5	62.95333333	65.56333333	72.73
4.47	280.81		0.03	0.51	17	61.59333333	64.30333333	71.495
4.49	281.26		0.02	0.45	22.5	60.15333333	63.29333333	71.25
4.51	282.94		0.02	1.68	84	61.18	64.44	70.61
4.53	283.82		0.02	0.88	44	59.74	63	70.905
4.55	285.13		0.02	1.31	65.5	57.4	62.77	70.37
4.57	286.96		0.02	1.83	91.5	60.46	63.81	70.61166667
4.59	287.11		0.02	0.15	7.5	57.42	62.65	69.60166667
4.61	288.07		0.02	0.96	48	56.7	62.52	69.43166667
4.63	288.72		0.02	0.65	32.5	54.5	60.98	68.42166667
4.65	289.96		0.02	1.24	62	55.96	60.84	68.82666667
4.67	291.5		0.02	1.54	77	55.1	60.49	68.00666667
4.7	292.97		0.03	1.47	49	55.58	61.69	67.95166667
4.72	294.14		0.02	1.17	58.5	55.88	60.38	67.59666667
4.74	294.8		0.02	0.66	33	54.37333333	60.07333333	67.46166667
4.76	296.04		0.02	1.24	62	55.11333333	59.56333333	66.85166667
4.79	296.85		0.03	0.81	27	54.34	58.86333333	66.78166667
4.81	298.39		0.02	1.54	77	54.5	59.01333333	65.85166667
4.83	299.49		0.02	1.1	55	54.94	59.14666667	65.42666667
4.85	300.44		0.02	0.95	47.5	53.92	58.48666667	65.21666667
4.87	301.98		0.02	1.54	77	54.66	59.08666667	65.38333333
4.89	303.59		0.02	1.61	80.5	54.36	59.23666667	65.75333333
4.91	303.81		0.02	0.22	11	53.94	58.06666667	64.95833333
4.93	305.21		0.02	1.4	70	53.52	57.49666667	64.67833333
4.95	305.79		0.02	0.58	29	53.06	58.00666667	64.17333333
4.97	306.75		0.02	0.96	48	51.04	56.99666667	64.03833333
4.99	308.36		0.02	1.61	80.5	53.58	57.58666667	63.97333333
5.02	309.98		0.03	1.62	54	54.84	57.49666667	64.33333333
5.04	311.07		0.02	1.09	54.5	53.66	57.42	63.60833333
5.06	311.59		0.02	0.52	26	52.94	56.34	62.78333333
5.08	312.39		0.02	0.8	40	51.92	54.66	62.74666667
5.1	313.71		0.02	1.32	66	50.9	55.68	63.04666667
5.12	313.93		0.02	0.22	11	51.04	54.23	61.78166667
5.14	315.04		0.02	1.11	55.5	51.34	54.02	62.04666667
5.16	316.51		0.02	1.47	73.5	52.98	53.74	61.51166667
5.18	316.8		0.02	0.29	14.5	51.08	53.52	61.25666667
5.21	318.49		0.03	1.69	56.33333333	50.25333333	52.67666667	60.62
5.23	319.44		0.02	0.95	47.5	50.19333333	52.88666667	60.555
5.25	321.42		0.02	1.98	99	51.81333333	53.84666667	60.635
5.28	321.94		0.03	0.52	17.33333333	51.18666667	52.78	60.26833333
5.3	322.38		0.02	0.44	22	49.58666667	52.35	60.29166667
5.32	323.04		0.02	0.66	33	49.82666667	52.08333333	59.28166667
5.34	324.59		0.02	1.55	77.5	49.84666667	52.17333333	59.47166667
5.36	325.03		0.02	0.44	22	48.52666667	51.73333333	58.89666667
5.38	326.13		0.02	1.1	55	48.82666667	51.37333333	58.91333333
5.4	327.74		0.02	1.61	80.5	48.96666667	51.81333333	58.99333333
5.42	328.11		0.02	0.37	18.5	46.48666667	50.42333333	58.12333333
5.44	329.14		0.02	1.03	51.5	48.10666667	51.02333333	58.20333333
5.46	329.88		0.02	0.74	37	46.78666667	50.15333333	57.77333333
5.49	330.24		0.03	0.36	12	46.10666667	49.58333333	56.83833333
5.51	331.86		0.02	1.62	81	47.42666667	49.23333333	57.39833333
5.53	332.66		0.02	0.8	40	45.80666667	49.69333333	56.99833333
5.55	333.25		0.02	0.59	29.5	44.82666667	49.83333333	56.56333333
5.57	334.51		0.02	1.26	63	45.16666667	49.41333333	56.92666667
5.59	334.73		0.02	0.22	11	44.56666667	48.75333333	55.87666667
5.61	336.49		0.02	1.76	88	46.48666667	49.20333333	55.98666667
5.63	336.71		0.02	0.22	11	44.28666667	47.59333333	55.70166667
5.65	337.38		0.02	0.67	33.5	45.18666667	48.11333333	55.38166667
5.67	338.48		0.02	1.1	55	45.16666667	48.25333333	55.38666667
5.7	339.58		0.03	1.1	36.66666667	43.69333333	48.33666667	54.65833333
5.72	340.53		0.02	0.95	47.5	45.01333333	48.04666667	54.44333333
5.74	341.79		0.02	1.26	63	45.28	47.76666667	54.12833333
5.76	342.37		0.02	0.58	29	44.54	47.36666667	54.52833333
5.78	343.11		0.02	0.74	37	42.06	46.93666667	53.65833333
5.81	343.56		0.03	0.45	15	41.96666667	46.57666667	53.325
5.83	344.51		0.02	0.95	47.5	42.98666667	46.28666667	52.925
5.85	343.93		0.02	-0.58	-29	40.50666667	45.16666667	52.015
5.87	346.65		0.02	2.72	136	42.84666667	46.34666667	52.68
5.89	346.57		0.02	-0.08	-4	41.80666667	45.16666667	52.15666667
5.91	347.75		0.02	1.18	59	41.96666667	45.39666667	51.94166667
5.93	347.83		0.02	0.08	4	38.90666667	43.93666667	51.51166667
5.95	349.3		0.02	1.47	73.5	41.10666667	43.79666667	51.51666667
5.97	350.18		0.02	0.88	44	40.80666667	44.45666667	51.26166667
5.99	350.99		0.02	0.81	40.5	40.94666667	43.86666667	50.68166667
6.02	351.8		0.03	0.81	27	41.54666667	43.82666667	50.91666667
6.04	352.83		0.02	1.03	51.5	40.36666667	43.89666667	50.44666667
6.06	354.67		0.02	1.84	92	42.44666667	44.12666667	50.85666667
6.08	354.23		0.02	-0.44	-22	40.38666667	42.60666667	50.05166667
6.1	355.12		0.02	0.89	44.5	39.64666667	42.40666667	49.91333333
6.12	356.59		0.02	1.47	73.5	42.14666667	43.35666667	49.84833333
6.14	356.81		0.02	0.22	11	39.06666667	42.77666667	48.71833333
6.16	357.99		0.02	1.18	59	40.98666667	42.63666667	49.15833333
6.18	358.14		0.02	0.15	7.5	39.94666667	42.56666667	48.39833333
6.21	359.02		0.03	0.88	29.33333333	38.92	42.04333333	48.03166667
6.23	359.39		0.02	0.37	18.5	38.19333333	40.94333333	47.34166667
6.25	360.35		0.02	0.96	48	38.21333333	41.61333333	47.56666667
6.28	361.9		0.03	1.55	51.66666667	37.76	41.52	47.09833333
6.3	362.12		0.02	0.22	11	37.04	40.79	46.83833333
6.32	363		0.02	0.88	44	37.32	39.69	46.76833333
6.34	363.74		0.02	0.74	37	38.2	40.08333333	46.43166667
6.36	364.55		0.02	0.81	40.5	37.92	40.45333333	46.40166667
6.38	365.51		0.02	0.96	48	41	40.75333333	46.41833333
6.4	365.73		0.02	0.22	11	36	39.42333333	45.79833333
6.42	365.95		0.02	0.22	11	36.6	39.20333333	45.46833333
6.44	366.98		0.02	1.03	51.5	36.3	39.13333333	45.25333333
6.47	367.72		0.03	0.74	24.66666667	37.12666667	38.01666667	44.915
6.49	368.54		0.02	0.82	41	35.82666667	38.46666667	44.445
6.51	369.05		0.02	0.51	25.5	35.08666667	37.94666667	44.485
6.53	369.57		0.02	0.52	26	34.50666667	37.72666667	43.94
6.55	370.38		0.02	0.81	40.5	35.04666667	38.29666667	43.94
6.57	370.75		0.02	0.37	18.5	33.72666667	37.04666667	43.14
6.59	370.97		0.02	0.22	11	30.48666667	36.46666667	43.08
6.61	371.63		0.02	0.66	33	32.68666667	36.53666667	43.185
6.63	373.11		0.02	1.48	74	33.86666667	36.75666667	43.085
6.65	373.92		0.02	0.81	40.5	32.54666667	37.34666667	43.05
6.68	374.81		0.03	0.89	29.66666667	33.29333333	36.18	42.69166667
6.7	374.59		0.02	-0.22	-11	30.49333333	35.74	41.66666667
6.72	375.76		0.02	1.17	58.5	32.53333333	36.24	42.17666667
6.74	377.09		0.02	1.33	66.5	34.02	36.47	42.36166667
6.76	376.94		0.02	-0.15	-7.5	32.98	35.58666667	41.96166667
6.79	377.69		0.03	0.75	25	32.06	35.13666667	41.59166667
6.81	378.42		0.02	0.73	36.5	31.45333333	34.60666667	41.18666667
6.83	378.57		0.02	0.15	7.5	31.31333333	34.17666667	40.77166667
6.85	379.16		0.02	0.59	29.5	30.73333333	34.02666667	40.48166667
6.87	380.34		0.02	1.18	59	31.61333333	34.90666667	40.74166667
6.89	380.2		0.02	-0.14	-7	29.71333333	33.81666667	40.05166667
6.91	380.65		0.02	0.45	22.5	28.69333333	34.84666667	40.00666667
6.93	381.31		0.02	0.66	33	29.57333333	32.78666667	39.56666667
6.95	382.27		0.02	0.96	48	31.05333333	33.82666667	39.49666667
6.98	382.34		0.03	0.07	2.333333333	29.08666667	32.69333333	39.045
7	383.45		0.02	1.11	55.5	30.32	33.72333333	38.83
7.02	383.89		0.02	0.44	22	29.56	32.69333333	38.245
7.04	384.19		0.02	0.3	15	29.14	32.11333333	38.285
7.06	385		0.02	0.81	40.5	29.72	32.11333333	37.99
7.08	385.37		0.02	0.37	18.5	28.84	31.94333333	37.885
7.1	385.88		0.02	0.51	25.5	29.12	31.42333333	37.66
7.12	386.55		0.02	0.67	33.5	30.02	30.25333333	37.19
7.14	387.21		0.02	0.66	33	30.02	31.35333333	36.98
7.16	387.14		0.02	-0.07	-3.5	26.92	30.39333333	36.4
7.19	388.25		0.03	1.11	37	26.78	29.66333333	36.51
7.21	388.63		0.02	0.38	19	26.35333333	29.82333333	36.3
7.23	389.43		0.02	0.8	40	28.39333333	29.44333333	36.04
7.26	389.36		0.03	-0.07	-2.333333333	25.96	29.24666667	35.90666667
7.28	390.39		0.02	1.03	51.5	25.36	29.69	35.86666667
7.3	390.32		0.02	-0.07	-3.5	25.52	29.25	35.09666667
7.32	391.21		0.02	0.89	44.5	26.3	29.18	35.39666667
7.34	391.51		0.02	0.3	15	25.44	28.44666667	34.98333333
7.36	391.95		0.02	0.44	22	26.02	28.66666667	34.72833333
7.38	392.39		0.02	0.44	22	25.72	28.22666667	33.95833333
7.4	392.91		0.02	0.52	26	24.4	28.00666667	34.045
7.42	393.28		0.02	0.37	18.5	25.42	27.56666667	34.01
7.45	393.88		0.03	0.6	20	25.32	27.00666667	33.88
7.47	393.87		0.02	-0.01	-0.5	23.98	26.77666667	33.1
7.49	394.9		0.02	1.03	51.5	24.12	27.58666667	33.395
7.51	395.06		0.02	0.16	8	24.34666667	26.71666667	32.925
7.53	395.5		0.02	0.44	22	23.00666667	26.66333333	32.34
7.55	396.53		0.02	1.03	51.5	24.18666667	26.87333333	32.67
7.57	396.83		0.02	0.3	15	24.18666667	26.66333333	32.305
7.59	397.28		0.02	0.45	22.5	23.46666667	26.59333333	32.16
7.61	397.28		0.02	0	0	22.72666667	25.78333333	32.04
7.63	397.79		0.02	0.51	25.5	22.72666667	25.92333333	31.485
7.66	398.61		0.03	0.82	27.33333333	22.48	26.25	31.35833333
7.68	398.61		0.02	0	0	21.16	25.59	31.06333333
7.7	399.72		0.02	1.11	55.5	23.52	25.22	30.98833333
7.72	399.64		0.02	-0.08	-4	21.88	24.33	30.83833333
7.75	399.72		0.03	0.08	2.666666667	21.22666667	23.79	29.985
7.77	400.15		0.02	0.43	21.5	20.48666667	24.44	30.09
7.79	400.45		0.02	0.3	15	21.18	23.57	29.905
7.81	401.05		0.02	0.6	30	20.32	22.84	29.655
7.83	401.71		0.02	0.66	33	21.78	23.65	29.61833333
7.85	401.27		0.02	-0.44	-22	19.12	22.71	28.92333333
7.87	401.71		0.02	0.44	22	19.4	22.42	28.51333333
7.89	403.05		0.02	1.34	67	21.2	23.61	28.89333333
7.91	402.24		0.02	-0.81	-40.5	18.7	22.21	28.11833333
7.93	403.49		0.02	1.25	62.5	20.16	22.28	28.59333333
7.96	403.71		0.03	0.22	7.333333333	19.71333333	22.56666667	28.19166667
7.98	403.79		0.02	0.08	4	19.07333333	22.19666667	28.52166667
8	404.16		0.02	0.37	18.5	19.83333333	21.90666667	27.34666667
8.02	404.68		0.02	0.52	26	18.81333333	21.46666667	27.64666667
8.04	405.12		0.02	0.44	22	19.37333333	21.86	27.27666667
8.06	405.27		0.02	0.15	7.5	18.79333333	20.9	27.31166667
8.08	405.49		0.02	0.22	11	17.17333333	20.68	26.68666667
8.1	406.01		0.02	0.52	26	17.61333333	20.9	26.50666667
8.12	405.93		0.02	-0.08	-4	16.55333333	20.01	26.06166667
8.15	406.97		0.03	1.04	34.66666667	17.94	20.33333333	26.13833333
8.17	406.9		0.02	-0.07	-3.5	16.78	19.75333333	25.58833333
8.19	406.82		0.02	-0.08	-4	15.52666667	19.00333333	24.62833333
8.22	407.49		0.03	0.67	22.33333333	16.42	18.79	25.07166667
8.24	408.38		0.02	0.89	44.5	15.98	19.75	25.07166667
8.26	408.89		0.02	0.51	25.5	17.16	19.52	24.59166667
8.28	407.56		0.02	-1.33	-66.5	14.39333333	17.81	23.81666667
8.3	409.04		0.02	1.48	74	16.49333333	18.49	23.96666667
8.32	408.53		0.02	-0.51	-25.5	14.87333333	18.02666667	23.63666667
8.34	408.82		0.02	0.29	14.5	14.25333333	17.28666667	23.48833333
8.36	410.23		0.02	1.41	70.5	15.75333333	18.76666667	24.00833333
8.38	409.5		0.02	-0.73	-36.5	15.17333333	17.14666667	23.16333333
8.4	409.56		0.02	0.06	3	14.41333333	16.90666667	22.67666667
8.43	410.01		0.03	0.45	15	12.33333333	16.76666667	22.71666667
8.45	410.3		0.02	0.29	14.5	14.53333333	16.61666667	22.42166667
8.47	411.41		0.02	1.11	55.5	14.25333333	17.20666667	22.60666667
8.49	411.12		0.02	-0.29	-14.5	13.38	16.54666667	22.05666667
8.51	411.49		0.02	0.37	18.5	13.96	16.51666667	21.76166667
8.53	411.34		0.02	-0.15	-7.5	12.92	16.37666667	21.57666667
8.55	411.93		0.02	0.59	29.5	13.06	15.93666667	21.76166667
8.57	411.34		0.02	-0.59	-29.5	11	15.18666667	20.95166667
8.59	412.15		0.02	0.81	40.5	12.32	15.55666667	21.11
8.61	411.65		0.02	-0.5	-25	10.88	14.02666667	20.45
8.64	412.68		0.03	1.03	34.33333333	11.21333333	14.41333333	20.53833333
8.66	413.26		0.02	0.58	29	12.53333333	14.54333333	20.56833333
8.68	412.68		0.02	-0.58	-29	9.986666667	13.96333333	19.87333333
8.7	413.12		0.02	0.44	22	11.00666667	13.89333333	19.90833333
8.73	413.12		0.03	0	0	11.16666667	13.34666667	19.79833333
8.75	413.49		0.02	0.37	18.5	11.01333333	13.71666667	19.65333333
8.77	413.71		0.02	0.22	11	9.673333333	12.82666667	19.02333333
8.79	414.01		0.02	0.3	15	9.253333333	13.20666667	18.76833333
8.81	413.93		0.02	-0.08	-4	11.75333333	13.07333333	18.43166667
8.83	414.53		0.02	0.6	30	9.993333333	13.24333333	18.84166667
8.85	414.01		0.02	-0.52	-26	9.973333333	12.42333333	17.99666667
8.87	414.23		0.02	0.22	11	9.833333333	12.04333333	17.44166667
8.9	414.82		0.03	0.59	19.66666667	7.8	11.77666667	17.71333333
8.92	414.38		0.02	-0.44	-22	8.38	11.77666667	17.24333333
8.94	414.31		0.02	-0.07	-3.5	8.12	11.26666667	16.84333333
8.96	414.83		0.02	0.52	26	8.56	10.44666667	17.02833333
8.98	415.34		0.02	0.51	25.5	9	11.76666667	16.98833333
